provinsi,kabkota,nama,kode_wilayah,total_pd,total_pd_laki,total_pd_perempuan,tk_pd,tk_pd_laki,tk_pd_perempuan,kb_pd,kb_pd_laki,kb_pd_perempuan,tpa_pd,tpa_pd_laki,tpa_pd_perempuan,sps_pd,sps_pd_laki,sps_pd_perempuan,pkbm_pd,pkbm_pd_laki,pkbm_pd_perempuan,skb_pd,skb_pd_laki,skb_pd_perempuan,sma_pd,sma_pd_laki,sma_pd_perempuan,smk_pd,smk_pd_laki,smk_pd_perempuan,slb_pd,slb_pd_laki,slb_pd_perempuan,sd_pd,sd_pd_laki,sd_pd_perempuan,smp_pd,smp_pd_laki,smp_pd_perempuan
Prov. Sumatera Barat,Kab. Solok,Kec. Lembang Jaya,080407,7793,4176,3617,358,189,169,323,153,170,0,0,0,0,0,0,1448,1026,422,0,0,0,581,198,383,0,0,0,0,0,0,3715,1942,1773,1368,668,700
Prov. Sumatera Barat,Kab. Solok,Kec. X Koto Singkarak,080413,6985,3594,3391,530,281,249,378,208,170,50,26,24,0,0,0,0,0,0,0,0,0,819,386,433,73,36,37,34,20,14,3523,1822,1701,1578,815,763
Prov. Sumatera Barat,Kab. Solok,Kec. Pantai Cermin,080404,5694,2894,2800,450,226,224,48,23,25,0,0,0,0,0,0,515,326,189,0,0,0,628,254,374,252,172,80,29,21,8,2809,1412,1397,963,460,503
Prov. Sumatera Barat,Kab. Solok,Kec. Bukit Sundi,080409,4951,2640,2311,492,247,245,189,105,84,0,0,0,0,0,0,0,0,0,200,143,57,395,131,264,424,259,165,47,31,16,2371,1287,1084,833,437,396
Prov. Sumatera Barat,Kab. Solok,Kec. Danau Kembar,080418,4010,2022,1988,236,132,104,65,33,32,0,0,0,0,0,0,0,0,0,0,0,0,183,79,104,0,0,0,32,20,12,2944,1523,1421,550,235,315
Prov. Sumatera Barat,Kab. Solok,Kec. Hiliran Gumanti,080416,3500,1777,1723,356,186,170,225,118,107,0,0,0,0,0,0,30,23,7,0,0,0,357,151,206,163,92,71,22,11,11,1899,962,937,448,234,214
Prov. Sumatera Barat,Kab. Solok,Kec. X Koto Diatas,080412,2798,1424,1374,278,139,139,102,40,62,0,0,0,0,0,0,0,0,0,0,0,0,187,93,94,112,75,37,20,9,11,1765,896,869,334,172,162
Prov. Sumatera Barat,Kab. Solok,Kec. Junjung Sirih,080414,2760,1427,1333,131,79,52,112,57,55,0,0,0,0,0,0,282,184,98,0,0,0,455,185,270,0,0,0,0,0,0,1327,680,647,453,242,211
Prov. Sumatera Barat,Kab. Solok,Kec. Payung Sekaki,080406,2506,1378,1128,106,53,53,169,101,68,0,0,0,0,0,0,642,417,225,0,0,0,253,122,131,0,0,0,24,11,13,1001,499,502,311,175,136
Prov. Sumatera Barat,Kab. Solok,Kec. IX Koto Sungai Lasi,080411,2080,1170,910,69,38,31,180,89,91,0,0,0,0,0,0,410,300,110,0,0,0,256,130,126,0,0,0,16,11,5,983,511,472,166,91,75
Prov. Sumatera Barat,Kab. Solok,Kec. Tigo Lurah,080417,2072,1051,1021,111,61,50,307,171,136,0,0,0,0,0,0,0,0,0,0,0,0,70,36,34,0,0,0,0,0,0,1268,634,634,316,149,167
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. Batang Anai,080501,11628,5967,5661,732,374,358,161,88,73,0,0,0,16,10,6,157,123,34,0,0,0,1972,872,1100,193,121,72,49,32,17,6073,3159,2914,2275,1188,1087
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. Lubuk Alung,080502,9882,5055,4827,614,318,296,138,64,74,0,0,0,0,0,0,0,0,0,0,0,0,1399,599,800,127,99,28,46,32,14,5556,2923,2633,2002,1020,982
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. Sungai Limau,080508,6358,3483,2875,303,147,156,162,92,70,0,0,0,0,0,0,0,0,0,356,263,93,1178,573,605,273,227,46,22,17,5,2991,1597,1394,1073,567,506
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. Sungai Geringging,080509,6127,3062,3065,173,89,84,318,159,159,0,0,0,0,0,0,0,0,0,0,0,0,1028,438,590,0,0,0,0,0,0,3464,1805,1659,1144,571,573
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. VII Koto Sungai Sarik,080506,5734,2949,2785,262,138,124,116,61,55,0,0,0,0,0,0,0,0,0,0,0,0,852,353,499,0,0,0,54,35,19,3374,1790,1584,1076,572,504
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. Nan Sabaris,080504,5605,2832,2773,482,255,227,163,82,81,24,14,10,13,10,3,187,152,35,0,0,0,890,344,546,39,28,11,27,16,11,3020,1540,1480,760,391,369
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. VI Lingkung,080519,5163,2528,2635,381,184,197,92,43,49,0,0,0,13,7,6,0,0,0,0,0,0,917,336,581,571,249,322,55,38,17,2172,1166,1006,962,505,457
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. 2 x 11 Kayu Tanam,080517,4921,2560,2361,259,116,143,287,146,141,0,0,0,0,0,0,84,70,14,0,0,0,521,195,326,151,118,33,23,19,4,2854,1502,1352,742,394,348
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. V Koto Kampung Dalam,080507,4598,2479,2119,210,109,101,44,19,25,0,0,0,0,0,0,282,207,75,0,0,0,707,315,392,96,81,15,0,0,0,2590,1372,1218,669,376,293
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. Sintuk Toboh Gadang,080518,4504,2490,2014,266,139,127,62,26,36,0,0,0,0,0,0,102,76,26,0,0,0,0,0,0,1027,638,389,22,10,12,2133,1113,1020,892,488,404
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. 2 x 11 Anam Lingkuang,080505,4047,2054,1993,239,124,115,74,38,36,0,0,0,51,30,21,243,177,66,0,0,0,781,318,463,0,0,0,108,61,47,1764,902,862,787,404,383
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. IV Koto Aur Malintang,080510,3755,1879,1876,256,126,130,164,86,78,0,0,0,0,0,0,0,0,0,0,0,0,197,81,116,200,109,91,0,0,0,2217,1122,1095,721,355,366
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. Ulakan Tapakis,080503,2845,1464,1381,182,86,96,65,32,33,0,0,0,0,0,0,0,0,0,0,0,0,471,187,284,0,0,0,0,0,0,1708,929,779,419,230,189
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. Patamuan,080515,2533,1340,1193,149,74,75,102,55,47,0,0,0,0,0,0,0,0,0,0,0,0,180,72,108,0,0,0,0,0,0,1735,947,788,367,192,175
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. V Koto Timur,080514,2064,1096,968,91,44,47,67,35,32,0,0,0,0,0,0,0,0,0,0,0,0,312,148,164,0,0,0,0,0,0,1318,737,581,276,132,144
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. Padang Sago,080516,1777,900,877,48,23,25,58,30,28,0,0,0,0,0,0,186,132,54,0,0,0,497,219,278,0,0,0,0,0,0,699,346,353,289,150,139
Prov. Sumatera Barat,Kab. Padang Pariaman,Kec. Batang Gasan,080513,1727,867,860,69,31,38,95,49,46,0,0,0,0,0,0,0,0,0,0,0,0,124,46,78,0,0,0,0,0,0,1082,558,524,357,183,174
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Harau,080303,12438,6495,5943,1015,515,500,14,3,11,0,0,0,0,0,0,770,501,269,0,0,0,1430,560,870,42,21,21,80,58,22,5644,2997,2647,3443,1840,1603
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Guguak,080304,8479,4755,3724,571,302,269,101,56,45,0,0,0,0,0,0,257,188,69,0,0,0,850,301,549,1889,1354,535,29,19,10,3604,1910,1694,1178,625,553
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Lareh Sago Halaban,080313,7603,4027,3576,448,227,221,57,33,24,0,0,0,0,0,0,912,542,370,0,0,0,972,417,555,0,0,0,76,52,24,3612,1938,1674,1526,818,708
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Payakumbuh,080301,6841,3546,3295,594,302,292,250,139,111,0,0,0,0,0,0,551,350,201,0,0,0,820,345,475,0,0,0,52,29,23,3163,1617,1546,1411,764,647
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Pangkalan Koto Baru,080308,6161,3235,2926,462,234,228,11,5,6,0,0,0,0,0,0,986,568,418,0,0,0,573,246,327,360,220,140,50,34,16,2835,1490,1345,884,438,446
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Kapur IX,080307,5791,3011,2780,588,320,268,0,0,0,0,0,0,0,0,0,735,445,290,0,0,0,804,357,447,0,0,0,24,14,10,2650,1357,1293,990,518,472
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Luak,080302,5049,2918,2131,421,223,198,16,9,7,0,0,0,0,0,0,588,424,164,94,68,26,67,27,40,1236,774,462,20,12,8,1945,1016,929,662,365,297
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Mungka,080310,4388,2293,2095,490,253,237,247,133,114,0,0,0,38,18,20,86,44,42,0,0,0,102,50,52,0,0,0,27,16,11,2688,1390,1298,710,389,321
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Akabiluru,080311,3898,1979,1919,487,255,232,82,45,37,0,0,0,0,0,0,57,47,10,0,0,0,390,159,231,101,17,84,24,17,7,2401,1241,1160,356,198,158
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Situjuah Limo Nagari,080312,3480,1785,1695,239,103,136,110,60,50,0,0,0,0,0,0,78,64,14,0,0,0,532,257,275,92,16,76,21,14,7,1979,1037,942,429,234,195
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Suliki,080305,3452,1707,1745,180,84,96,5,4,1,0,0,0,0,0,0,471,330,141,0,0,0,953,317,636,210,155,55,14,11,3,1108,560,548,511,246,265
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Bukik Barisan,080309,3140,1690,1450,331,180,151,0,0,0,0,0,0,0,0,0,96,68,28,0,0,0,245,119,126,0,0,0,21,9,12,1995,1055,940,452,259,193
Prov. Sumatera Barat,Kab. Lima Puluh Kota,Kec. Gunuang Omeh,080306,2243,1192,1051,199,119,80,58,29,29,0,0,0,0,0,0,129,88,41,0,0,0,217,100,117,0,0,0,0,0,0,1259,671,588,381,185,196
Prov. Sumatera Barat,Kab. Pasaman,Kec. Lubuk Sikaping,080208,13865,7115,6750,752,399,353,484,261,223,113,67,46,0,0,0,877,580,297,465,364,101,2137,916,1221,1416,598,818,168,120,48,5445,2783,2662,2008,1027,981
Prov. Sumatera Barat,Kab. Pasaman,Kec.Tigo Nagari,080212,8053,4207,3846,385,203,182,523,270,253,0,0,0,27,12,15,868,605,263,0,0,0,797,293,504,0,0,0,0,0,0,4234,2266,1968,1219,558,661
Prov. Sumatera Barat,Kab. Pasaman,Kec. Panti,080211,7742,4010,3732,479,252,227,662,315,347,0,0,0,0,0,0,606,427,179,0,0,0,571,241,330,794,384,410,83,51,32,3741,1952,1789,806,388,418
Prov. Sumatera Barat,Kab. Pasaman,Kec. Rao,080213,6763,3548,3215,660,355,305,371,203,168,17,8,9,0,0,0,500,374,126,0,0,0,1074,427,647,0,0,0,0,0,0,3361,1752,1609,780,429,351
Prov. Sumatera Barat,Kab. Pasaman,Kec. Bonjol,080207,6279,3319,2960,323,174,149,400,215,185,30,12,18,0,0,0,156,117,39,0,0,0,965,380,585,592,432,160,35,21,14,2808,1430,1378,970,538,432
Prov. Sumatera Barat,Kab. Pasaman,Kec. Padang Gelugur,080217,6013,2979,3034,610,311,299,219,99,120,0,0,0,0,0,0,0,0,0,0,0,0,1038,339,699,394,296,98,0,0,0,3014,1565,1449,738,369,369
Prov. Sumatera Barat,Kab. Pasaman,Kec. II Koto,080210,5853,2983,2870,447,221,226,596,299,297,0,0,0,0,0,0,0,0,0,0,0,0,681,275,406,280,181,99,0,0,0,3164,1673,1491,685,334,351
Prov. Sumatera Barat,Kab. Pasaman,Kec. Rao Selatan,080219,5453,2902,2551,452,234,218,331,181,150,0,0,0,0,0,0,230,193,37,0,0,0,35,25,10,835,433,402,0,0,0,2616,1339,1277,954,497,457
Prov. Sumatera Barat,Kab. Pasaman,Kec. Rao Utara,080218,2652,1484,1168,132,72,60,240,126,114,0,0,0,0,0,0,465,339,126,0,0,0,202,96,106,0,0,0,0,0,0,1253,651,602,360,200,160
Prov. Sumatera Barat,Kab. Pasaman,Kec. Simpang Alahan Mati,080216,2643,1449,1194,144,76,68,98,45,53,0,0,0,0,0,0,349,240,109,0,0,0,0,0,0,152,93,59,0,0,0,1347,724,623,553,271,282
Prov. Sumatera Barat,Kab. Pasaman,Kec. Mapat Tunggul Selatan,080215,2421,1268,1153,85,50,35,260,126,134,0,0,0,0,0,0,514,300,214,0,0,0,112,52,60,0,0,0,0,0,0,1095,574,521,355,166,189
Prov. Sumatera Barat,Kab. Pasaman,Kec. Mapat Tunggul,080214,2035,1055,980,166,92,74,315,141,174,0,0,0,0,0,0,0,0,0,0,0,0,125,73,52,0,0,0,0,0,0,1063,549,514,366,200,166
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Lima Kaum,080705,11063,5767,5296,844,425,419,48,21,27,112,64,48,16,6,10,146,108,38,0,0,0,1576,624,952,626,513,113,148,94,54,5168,2668,2500,2379,1244,1135
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Lintau Buo Utara,080713,6658,3365,3293,420,221,199,89,42,47,0,0,0,132,64,68,72,40,32,0,0,0,1012,415,597,0,0,0,98,64,34,3682,1927,1755,1153,592,561
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. X Koto,080701,6380,3373,3007,587,315,272,52,23,29,0,0,0,18,10,8,190,139,51,0,0,0,588,240,348,42,38,4,52,32,20,3859,2076,1783,992,500,492
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Rambatan,080704,5661,2839,2822,422,199,223,123,65,58,0,0,0,63,39,24,0,0,0,0,0,0,920,407,513,0,0,0,35,21,14,3133,1631,1502,965,477,488
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Batipuh,080702,5104,2799,2305,235,123,112,109,49,60,0,0,0,150,76,74,35,29,6,0,0,0,880,311,569,937,753,184,0,0,0,2443,1275,1168,315,183,132
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Sungai Tarab,080710,4941,2637,2304,326,171,155,8,3,5,15,7,8,0,0,0,0,0,0,293,221,72,983,506,477,0,0,0,0,0,0,2620,1358,1262,696,371,325
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Tanjung Emas,080706,4472,2367,2105,264,150,114,254,138,116,0,0,0,86,46,40,0,0,0,416,330,86,666,306,360,782,347,435,49,33,16,1604,827,777,351,190,161
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Lintau Buo,080708,4420,2401,2019,329,165,164,158,74,84,0,0,0,77,31,46,0,0,0,0,0,0,515,174,341,916,703,213,0,0,0,2017,1030,987,408,224,184
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Salimpaung,080711,3521,1814,1707,372,192,180,56,29,27,0,0,0,128,72,56,115,83,32,0,0,0,550,206,344,41,41,0,0,0,0,2083,1100,983,176,91,85
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Sungayang,080709,3238,1634,1604,238,119,119,89,35,54,0,0,0,33,15,18,104,80,24,0,0,0,632,279,353,0,0,0,19,16,3,1642,842,800,481,248,233
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Pariangan,080703,3139,1581,1558,267,138,129,149,69,80,0,0,0,50,18,32,0,0,0,0,0,0,576,257,319,0,0,0,44,31,13,1604,839,765,449,229,220
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Padang Ganting,080707,2360,1173,1187,131,67,64,10,5,5,0,0,0,144,56,88,0,0,0,0,0,0,379,167,212,0,0,0,29,20,9,1252,643,609,415,215,200
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Tanjung Baru,080714,1968,1093,875,166,90,76,25,11,14,0,0,0,44,20,24,37,28,9,0,0,0,0,0,0,240,179,61,0,0,0,1083,572,511,373,193,180
Prov. Sumatera Barat,Kab. Tanah Datar,Kec. Batipuh Selatan,080712,1462,791,671,87,48,39,9,4,5,0,0,0,184,89,95,171,145,26,0,0,0,0,0,0,0,0,0,0,0,0,856,425,431,155,80,75
Prov. Sumatera Barat,Kab. Sijunjung,Kec. Sijunjung,080807,14566,7676,6890,807,423,384,970,507,463,41,25,16,0,0,0,988,668,320,265,170,95,2210,758,1452,984,823,161,188,123,65,5653,2936,2717,2460,1243,1217
Prov. Sumatera Barat,Kab. Sijunjung,Kec. Kamang Baru,080805,12626,6461,6165,1192,597,595,633,318,315,0,0,0,0,0,0,116,74,42,0,0,0,1141,462,679,762,394,368,61,38,23,6526,3432,3094,2195,1146,1049
Prov. Sumatera Barat,Kab. Sijunjung,Kec. Koto VII,080810,8715,4241,4474,482,233,249,539,238,301,0,0,0,0,0,0,439,298,141,0,0,0,581,256,325,1153,332,821,29,17,12,4112,2156,1956,1380,711,669
Prov. Sumatera Barat,Kab. Sijunjung,Kec. Tanjung Gadang,080806,6216,3226,2990,506,252,254,753,403,350,0,0,0,0,0,0,342,258,84,0,0,0,323,99,224,0,0,0,0,0,0,3128,1625,1503,1164,589,575
Prov. Sumatera Barat,Kab. Sijunjung,Kec. Sumpur Kudus,080811,5197,2583,2614,569,299,270,553,262,291,0,0,0,0,0,0,0,0,0,0,0,0,640,275,365,47,25,22,0,0,0,2530,1276,1254,858,446,412
Prov. Sumatera Barat,Kab. Sijunjung,Kec. Lubuk Tarok,080812,3228,1582,1646,317,149,168,313,150,163,0,0,0,0,0,0,0,0,0,0,0,0,352,128,224,0,0,0,0,0,0,1865,970,895,381,185,196
Prov. Sumatera Barat,Kab. Sijunjung,Kec. IV Nagari,080808,3091,1696,1395,188,94,94,344,170,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,290,175,0,0,0,1698,896,802,396,246,150
Prov. Sumatera Barat,Kab. Sijunjung,Kec. Kupitan,080809,2639,1354,1285,229,104,125,157,76,81,0,0,0,0,0,0,74,60,14,0,0,0,265,103,162,294,170,124,30,19,11,1174,586,588,416,236,180
Prov. Sumatera Barat,Kab. Dharmasraya,Kec. Pulau Punjung,081204,11841,5983,5858,565,308,257,413,212,201,23,10,13,0,0,0,193,131,62,316,226,90,1581,718,863,700,267,433,64,44,20,5575,2847,2728,2411,1220,1191
Prov. Sumatera Barat,Kab. Dharmasraya,Kec. Koto Baru,081202,8471,4297,4174,847,427,420,114,62,52,0,0,0,0,0,0,0,0,0,0,0,0,1331,552,779,955,585,370,0,0,0,3680,1863,1817,1544,808,736
Prov. Sumatera Barat,Kab. Dharmasraya,Kec. Sungai Rumbai,081201,6686,3522,3164,675,352,323,167,87,80,21,10,11,0,0,0,90,60,30,0,0,0,687,223,464,915,698,217,55,34,21,2851,1443,1408,1225,615,610
Prov. Sumatera Barat,Kab. Dharmasraya,Kec. Sitiung,081203,6513,3313,3200,491,275,216,94,49,45,0,0,0,125,66,59,238,171,67,0,0,0,1073,399,674,125,79,46,50,27,23,3171,1670,1501,1146,577,569
Prov. Sumatera Barat,Kab. Dharmasraya,Kec. Koto Besar,081211,4772,2322,2450,417,218,199,175,73,102,0,0,0,0,0,0,0,0,0,0,0,0,62,22,40,369,84,285,0,0,0,2667,1384,1283,1082,541,541
Prov. Sumatera Barat,Kab. Dharmasraya,Kec. Timpeh,081206,3899,1963,1936,346,171,175,243,128,115,0,0,0,0,0,0,0,0,0,0,0,0,383,151,232,174,127,47,0,0,0,2011,1020,991,742,366,376
Prov. Sumatera Barat,Kab. Dharmasraya,Kec. Koto Salak,081207,3238,1681,1557,329,168,161,52,26,26,0,0,0,0,0,0,57,38,19,0,0,0,392,185,207,0,0,0,0,0,0,1742,907,835,666,357,309
Prov. Sumatera Barat,Kab. Dharmasraya,Kec. Tiumang,081208,2248,1141,1107,367,197,170,135,55,80,0,0,0,0,0,0,0,0,0,0,0,0,253,137,116,0,0,0,0,0,0,1276,633,643,217,119,98
Prov. Sumatera Barat,Kab. Dharmasraya,Kec. Sembilan Koto,081205,1976,997,979,183,95,88,178,90,88,0,0,0,0,0,0,64,46,18,0,0,0,161,75,86,0,0,0,0,0,0,1165,588,577,225,103,122
Prov. Sumatera Barat,Kab. Dharmasraya,Kec. Asam Jujuhan,081210,1926,1017,909,246,129,117,50,22,28,0,0,0,0,0,0,0,0,0,0,0,0,51,30,21,0,0,0,0,0,0,1501,791,710,78,45,33
Prov. Sumatera Barat,Kab. Dharmasraya,Kec. Padang Laweh,081209,1315,671,644,111,66,45,125,61,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,51,24,0,0,0,803,395,408,201,98,103
Prov. Sumatera Barat,Kota Padang,Kec. Koto Tangah,086111,34487,17930,16557,3215,1706,1509,157,74,83,40,26,14,54,28,26,1052,767,285,0,0,0,3789,1703,2086,1108,687,421,347,218,129,17602,9112,8490,7123,3609,3514
Prov. Sumatera Barat,Kota Padang,Kec. Kuranji,086109,27030,15368,11662,1842,968,874,203,111,92,38,22,16,304,155,149,432,324,108,0,0,0,2920,1470,1450,2895,2622,273,136,85,51,13467,7067,6400,4793,2544,2249
Prov. Sumatera Barat,Kota Padang,Kec. Padang Timur,086105,26503,13267,13236,1273,689,584,29,15,14,168,97,71,105,63,42,654,468,186,263,167,96,3795,1786,2009,3400,1282,2118,205,136,69,11401,5974,5427,5210,2590,2620
Prov. Sumatera Barat,Kota Padang,Kec. Lubuk Begalung,086103,19332,9986,9346,1588,821,767,71,38,33,0,0,0,324,168,156,405,292,113,0,0,0,1246,512,734,2666,1403,1263,59,33,26,9392,4850,4542,3581,1869,1712
Prov. Sumatera Barat,Kota Padang,Kec. Padang Utara,086107,16995,9085,7910,867,452,415,137,71,66,78,33,45,209,124,85,51,30,21,0,0,0,4111,1858,2253,2271,1693,578,90,58,32,6279,3280,2999,2902,1486,1416
Prov. Sumatera Barat,Kota Padang,Kec. Padang Barat,086106,16341,8230,8111,963,505,458,14,11,3,8,2,6,90,53,37,516,364,152,0,0,0,2628,1377,1251,3756,1633,2123,0,0,0,4303,2225,2078,4063,2060,2003
Prov. Sumatera Barat,Kota Padang,Kec. Nanggalo,086108,13372,6911,6461,550,291,259,164,88,76,12,9,3,0,0,0,680,486,194,0,0,0,1565,727,838,321,180,141,98,62,36,6676,3427,3249,3306,1641,1665
Prov. Sumatera Barat,Kota Padang,Kec. Pauh,086110,11812,5796,6016,736,356,380,44,22,22,0,0,0,125,68,57,0,0,0,0,0,0,2423,1078,1345,1068,375,693,197,133,64,5369,2777,2592,1850,987,863
Prov. Sumatera Barat,Kota Padang,Kec. Lubuk Kilangan,086102,10705,5566,5139,800,400,400,28,15,13,0,0,0,109,57,52,62,45,17,126,92,34,1480,677,803,241,233,8,58,38,20,5158,2653,2505,2643,1356,1287
Prov. Sumatera Barat,Kota Padang,Kec. Padang Selatan,086104,10175,5248,4927,358,185,173,114,54,60,0,0,0,186,102,84,54,33,21,0,0,0,1409,727,682,94,50,44,132,72,60,6290,3218,3072,1538,807,731
Prov. Sumatera Barat,Kota Padang,Kec. Bungus Teluk Kabung,086101,5580,2907,2673,244,116,128,75,43,32,0,0,0,143,64,79,76,65,11,0,0,0,1038,491,547,0,0,0,37,21,16,3225,1714,1511,742,393,349
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. IV Jurai,080609,14733,8188,6545,511,261,250,694,354,340,28,16,12,0,0,0,2285,1725,560,0,0,0,2470,1089,1381,1220,747,473,112,80,32,5456,2868,2588,1957,1048,909
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Lengayang,080606,12374,6526,5848,736,403,333,374,179,195,0,0,0,0,0,0,446,345,101,0,0,0,2072,881,1191,355,293,62,83,49,34,6285,3322,2963,2023,1054,969
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Sutera,080607,12197,6264,5933,841,437,404,168,87,81,0,0,0,0,0,0,791,531,260,0,0,0,1605,667,938,552,323,229,0,0,0,6149,3204,2945,2091,1015,1076
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Koto XI Terusan,080611,11640,5986,5654,524,271,253,472,221,251,0,0,0,142,67,75,353,297,56,0,0,0,1629,654,975,601,427,174,155,92,63,5756,2963,2793,2008,994,1014
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Linggo Saribaganti,080604,11149,5842,5307,825,405,420,120,62,58,20,11,9,0,0,0,530,379,151,0,0,0,1256,470,786,601,426,175,77,52,25,5948,3110,2838,1772,927,845
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Ranah Pesisir,080605,7910,4160,3750,418,213,205,125,63,62,0,0,0,39,20,19,484,328,156,0,0,0,1280,534,746,967,641,326,105,69,36,3397,1754,1643,1095,538,557
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Pancung Soal,080603,7679,3905,3774,762,395,367,37,21,16,0,0,0,0,0,0,146,104,42,0,0,0,1060,421,639,369,252,117,40,22,18,4002,2052,1950,1263,638,625
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Bayang,080610,7470,3946,3524,422,210,212,910,475,435,0,0,0,20,10,10,267,225,42,84,58,26,1444,632,812,64,63,1,69,44,25,3208,1687,1521,982,542,440
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Batang Kapas,080608,7362,3943,3419,223,120,103,166,84,82,0,0,0,28,17,11,673,546,127,0,0,0,1362,628,734,0,0,0,29,18,11,3667,1923,1744,1214,607,607
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Air Pura,080615,4950,2666,2284,452,220,232,169,76,93,0,0,0,0,0,0,666,497,169,0,0,0,505,208,297,0,0,0,0,0,0,2318,1200,1118,840,465,375
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Basa Ampek Balai Tapan,080602,4488,2143,2345,412,205,207,132,67,65,0,0,0,0,0,0,110,89,21,0,0,0,1219,454,765,0,0,0,0,0,0,2007,998,1009,608,330,278
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Lunang,080601,4212,2112,2100,387,206,181,164,92,72,0,0,0,0,0,0,0,0,0,0,0,0,621,260,361,0,0,0,0,0,0,2333,1223,1110,707,331,376
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Silaut,080613,3255,1655,1600,395,203,192,84,44,40,0,0,0,0,0,0,0,0,0,0,0,0,372,182,190,81,43,38,0,0,0,1805,925,880,518,258,260
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Ranah Ampek Hulu Tapan,080614,2692,1505,1187,91,52,39,307,160,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,201,71,0,0,0,1565,840,725,457,252,205
Prov. Sumatera Barat,Kab. Pesisir Selatan,Kec. Bayang Utara,080612,1237,612,625,74,36,38,191,87,104,0,0,0,0,0,0,0,0,0,0,0,0,171,71,100,0,0,0,0,0,0,623,314,309,178,104,74
Prov. Sumatera Barat,Kota Bukittinggi,Kec. Guguk Panjang,086001,20264,10709,9555,970,481,489,125,69,56,61,43,18,62,32,30,434,245,189,0,0,0,2766,1274,1492,4945,2954,1991,55,37,18,6452,3345,3107,4394,2229,2165
Prov. Sumatera Barat,Kota Bukittinggi,Kec. Mandiangin Koto Selayan,086002,11803,6103,5700,1263,668,595,360,190,170,174,97,77,22,14,8,263,190,73,249,171,78,2124,949,1175,200,35,165,298,203,95,5507,2884,2623,1343,702,641
